MONATSZAHL;AUSPRAEGUNG;JAHR;MONAT;WERT;VORJAHRESWERT;VERAEND_VORMONAT_PROZENT;VERAEND_VORJAHRESMONAT_PROZENT;ZWOELF_MONATE_MITTELWERT
Verkehrsunfälle;insgesamt;2021;202110;;3867;;;
Verkehrsunfälle;insgesamt;2021;202111;;3150;;;
Verkehrsunfälle;insgesamt;2021;202112;;2661;;;
Verkehrsunfälle;insgesamt;2020;Summe;38434;46010;;-1647;
Verkehrsunfälle;insgesamt;2020;202001;3139;3440;-933;-875;3809
Verkehrsunfälle;insgesamt;2020;202002;3271;3442;421;-497;3795
Verkehrsunfälle;insgesamt;2020;202003;2825;3940;-1363;-283;3702
Verkehrsunfälle;insgesamt;2020;202004;2251;3781;-2032;-4047;3574
Verkehrsunfälle;insgesamt;2020;202005;3193;4046;4185;-2108;3503
Verkehrsunfälle;insgesamt;2020;202006;3380;3727;586;-931;3474
Verkehrsunfälle;insgesamt;2020;202007;4031;4763;1926;-1537;3413
Verkehrsunfälle;insgesamt;2020;202008;3007;3214;-254;-644;3396
Verkehrsunfälle;insgesamt;2020;202009;3659;4042;2168;-948;3364
Verkehrsunfälle;insgesamt;2020;202010;3867;4348;568;-1106;3324
Verkehrsunfälle;insgesamt;2020;202011;3150;3805;-1854;-1721;3270
Verkehrsunfälle;insgesamt;2020;202012;2661;3462;-1552;-2314;3203
Verkehrsunfälle;insgesamt;2019;Summe;46010;46408;;-86;
Verkehrsunfälle;insgesamt;2019;201901;3440;3328;-31;337;3877
Verkehrsunfälle;insgesamt;2019;201902;3442;3109;6;1071;3904
Verkehrsunfälle;insgesamt;2019;201903;3940;3796;1447;379;3916
Verkehrsunfälle;insgesamt;2019;201904;3781;4016;-404;-585;3897
Verkehrsunfälle;insgesamt;2019;201905;4046;3953;701;235;3905
Verkehrsunfälle;insgesamt;2019;201906;3727;4284;-788;-13;3858
Verkehrsunfälle;insgesamt;2019;201907;4763;4547;278;475;3876
Verkehrsunfälle;insgesamt;2019;201908;3214;3206;-3252;25;3877
Verkehrsunfälle;insgesamt;2019;201909;4042;4124;2576;-199;3870
Verkehrsunfälle;insgesamt;2019;201910;4348;4468;757;-269;3860
Verkehrsunfälle;insgesamt;2019;201911;3805;4027;-1249;-551;3842
Verkehrsunfälle;insgesamt;2019;201912;3462;3550;-901;-248;3834
Verkehrsunfälle;insgesamt;2018;Summe;46408;45454;;21;
Verkehrsunfälle;insgesamt;2018;201801;3328;3320;-475;24;3789
Verkehrsunfälle;insgesamt;2018;201802;3109;3223;-658;-354;3779
Verkehrsunfälle;insgesamt;2018;201803;3796;4106;221;-755;3753
Verkehrsunfälle;insgesamt;2018;201804;4016;3533;58;1367;3793
Verkehrsunfälle;insgesamt;2018;201805;3953;4314;-157;-837;3763
Verkehrsunfälle;insgesamt;2018;201806;4284;3818;837;1221;3802
Verkehrsunfälle;insgesamt;2018;201807;4547;4355;614;441;3818
Verkehrsunfälle;insgesamt;2018;201808;3206;3267;-2949;-187;3813
Verkehrsunfälle;insgesamt;2018;201809;4124;4017;2863;266;3822
Verkehrsunfälle;insgesamt;2018;201810;4468;4198;834;643;3845
Verkehrsunfälle;insgesamt;2018;201811;4027;3809;-987;572;3863
Verkehrsunfälle;insgesamt;2018;201812;3550;3494;-1185;16;3867
Verkehrsunfälle;insgesamt;2017;Summe;45454;46797;;-287;
Verkehrsunfälle;insgesamt;2017;201701;3320;3297;-1027;7;3902
Verkehrsunfälle;insgesamt;2017;201702;3223;3383;-292;-473;3888
Verkehrsunfälle;insgesamt;2017;201703;4106;3653;274;124;3926
Verkehrsunfälle;insgesamt;2017;201704;3533;4209;-1396;-1606;3870
Verkehrsunfälle;insgesamt;2017;201705;4314;3833;2211;1255;3910
Verkehrsunfälle;insgesamt;2017;201706;3818;4260;-115;-1038;3873
Verkehrsunfälle;insgesamt;2017;201707;4355;4478;1406;-275;3863
Verkehrsunfälle;insgesamt;2017;201708;3267;3400;-2498;-391;3852
Verkehrsunfälle;insgesamt;2017;201709;4017;4289;2296;-634;3829
Verkehrsunfälle;insgesamt;2017;201710;4198;4297;451;-23;3821
Verkehrsunfälle;insgesamt;2017;201711;3809;3998;-927;-473;3805
Verkehrsunfälle;insgesamt;2017;201712;3494;3700;-827;-557;3788
Verkehrsunfälle;insgesamt;2016;Summe;46797;46635;;35;
Verkehrsunfälle;insgesamt;2016;201601;3297;3326;-1463;-87;3884
Verkehrsunfälle;insgesamt;2016;201602;3383;3090;261;948;3908
Verkehrsunfälle;insgesamt;2016;201603;3653;3888;798;-604;3889
Verkehrsunfälle;insgesamt;2016;201604;4209;4022;1522;465;3904
Verkehrsunfälle;insgesamt;2016;201605;3833;3915;-893;-209;3897
Verkehrsunfälle;insgesamt;2016;201606;4260;3898;1114;929;3928
Verkehrsunfälle;insgesamt;2016;201607;4478;4729;512;-531;3907
Verkehrsunfälle;insgesamt;2016;201608;3400;3431;-2407;-9;3904
Verkehrsunfälle;insgesamt;2016;201609;4289;4015;2615;682;3927
Verkehrsunfälle;insgesamt;2016;201610;4297;4467;19;-381;3913
Verkehrsunfälle;insgesamt;2016;201611;3998;3992;-696;15;3913
Verkehrsunfälle;insgesamt;2016;201612;3700;3862;-745;-419;3900
Verkehrsunfälle;insgesamt;2015;Summe;46635;46804;;-36;
Verkehrsunfälle;insgesamt;2015;201501;3326;3410;-1513;-246;3893
Verkehrsunfälle;insgesamt;2015;201502;3090;3315;-71;-679;3875
Verkehrsunfälle;insgesamt;2015;201503;3888;4027;2583;-345;3863
Verkehrsunfälle;insgesamt;2015;201504;4022;3840;345;474;3878
Verkehrsunfälle;insgesamt;2015;201505;3915;4346;-266;-992;3842
Verkehrsunfälle;insgesamt;2015;201506;3898;3833;-43;17;3848
Verkehrsunfälle;insgesamt;2015;201507;4729;4443;2132;644;3872
Verkehrsunfälle;insgesamt;2015;201508;3431;3379;-2745;154;3876
Verkehrsunfälle;insgesamt;2015;201509;4015;4137;1702;-295;3866
Verkehrsunfälle;insgesamt;2015;201510;4467;4251;1126;508;3884
Verkehrsunfälle;insgesamt;2015;201511;3992;3904;-1063;225;3891
Verkehrsunfälle;insgesamt;2015;201512;3862;3919;-326;-145;3886
Verkehrsunfälle;insgesamt;2014;Summe;46804;46988;;-39;
Verkehrsunfälle;insgesamt;2014;201401;3410;3316;-94;283;3924
Verkehrsunfälle;insgesamt;2014;201402;3315;3467;-279;-438;3911
Verkehrsunfälle;insgesamt;2014;201403;4027;3712;2148;849;3937
Verkehrsunfälle;insgesamt;2014;201404;3840;4008;-464;-419;3923
Verkehrsunfälle;insgesamt;2014;201405;4346;3703;1318;1736;3977
Verkehrsunfälle;insgesamt;2014;201406;3833;4284;-118;-1053;3939
Verkehrsunfälle;insgesamt;2014;201407;4443;4641;1591;-427;3923
Verkehrsunfälle;insgesamt;2014;201408;3379;3387;-2395;-24;3922
Verkehrsunfälle;insgesamt;2014;201409;4137;4130;2243;17;3923
Verkehrsunfälle;insgesamt;2014;201410;4251;4533;276;-622;3899
Verkehrsunfälle;insgesamt;2014;201411;3904;4043;-816;-344;3887
Verkehrsunfälle;insgesamt;2014;201412;3919;3764;38;412;3900
Verkehrsunfälle;insgesamt;2013;Summe;46988;44891;;467;
Verkehrsunfälle;insgesamt;2013;201301;3316;3176;-233;441;3753
Verkehrsunfälle;insgesamt;2013;201302;3467;3102;455;1177;3783
Verkehrsunfälle;insgesamt;2013;201303;3712;3739;707;-72;3781
Verkehrsunfälle;insgesamt;2013;201304;4008;3667;797;93;3809
Verkehrsunfälle;insgesamt;2013;201305;3703;4114;-761;-999;3775
Verkehrsunfälle;insgesamt;2013;201306;4284;4018;1569;662;3797
Verkehrsunfälle;insgesamt;2013;201307;4641;4281;833;841;3827
Verkehrsunfälle;insgesamt;2013;201308;3387;3452;-2702;-188;3822
Verkehrsunfälle;insgesamt;2013;201309;4130;3962;2194;424;3836
Verkehrsunfälle;insgesamt;2013;201310;4533;4146;976;933;3868
Verkehrsunfälle;insgesamt;2013;201311;4043;3839;-1081;531;3885
Verkehrsunfälle;insgesamt;2013;201312;3764;3395;-69;1087;3916
Verkehrsunfälle;insgesamt;2012;Summe;44891;42114;;659;
Verkehrsunfälle;insgesamt;2012;201201;3176;2775;-941;1445;3543
Verkehrsunfälle;insgesamt;2012;201202;3102;2903;-233;685;3560
Verkehrsunfälle;insgesamt;2012;201203;3739;3523;2054;613;3578
Verkehrsunfälle;insgesamt;2012;201204;3667;3529;-193;391;3589
Verkehrsunfälle;insgesamt;2012;201205;4114;4143;1219;-7;3587
Verkehrsunfälle;insgesamt;2012;201206;4018;3212;-233;2509;3654
Verkehrsunfälle;insgesamt;2012;201207;4281;4074;655;508;3671
Verkehrsunfälle;insgesamt;2012;201208;3452;3322;-1936;391;3682
Verkehrsunfälle;insgesamt;2012;201209;3962;3730;1477;622;3701
Verkehrsunfälle;insgesamt;2012;201210;4146;3830;464;825;3728
Verkehrsunfälle;insgesamt;2012;201211;3839;3567;-74;763;3750
Verkehrsunfälle;insgesamt;2012;201212;3395;3506;-1157;-317;3741
Verkehrsunfälle;insgesamt;2011;Summe;42114;37884;;1117;
Verkehrsunfälle;insgesamt;2011;201101;2775;2346;-1869;1829;3193
Verkehrsunfälle;insgesamt;2011;201102;2903;2539;461;1434;3223
Verkehrsunfälle;insgesamt;2011;201103;3523;3309;2136;647;3241
Verkehrsunfälle;insgesamt;2011;201104;3529;3202;17;1021;3268
Verkehrsunfälle;insgesamt;2011;201105;4143;2974;174;3931;3366
Verkehrsunfälle;insgesamt;2011;201106;3212;3193;-2247;6;3367
Verkehrsunfälle;insgesamt;2011;201107;4074;3712;2684;975;3397
Verkehrsunfälle;insgesamt;2011;201108;3322;2843;-1846;1685;3437
Verkehrsunfälle;insgesamt;2011;201109;3730;3524;1228;585;3454
Verkehrsunfälle;insgesamt;2011;201110;3830;3500;268;943;3482
Verkehrsunfälle;insgesamt;2011;201111;3567;3329;-687;715;3502
Verkehrsunfälle;insgesamt;2011;201112;3506;3413;-171;272;3510
Verkehrsunfälle;insgesamt;2010;Summe;37884;37461;;113;
Verkehrsunfälle;insgesamt;2010;201001;2346;2482;-2673;-548;3110
Verkehrsunfälle;insgesamt;2010;201002;2539;3480;823;-2704;3032
Verkehrsunfälle;insgesamt;2010;201003;3309;2744;3033;2059;3079
Verkehrsunfälle;insgesamt;2010;201004;3202;2953;-323;843;3100
Verkehrsunfälle;insgesamt;2010;201005;2974;3240;-712;-821;3078
Verkehrsunfälle;insgesamt;2010;201006;3193;2876;736;1102;3104
Verkehrsunfälle;insgesamt;2010;201007;3712;3622;1625;248;3112
Verkehrsunfälle;insgesamt;2010;201008;2843;2749;-2341;342;3119
Verkehrsunfälle;insgesamt;2010;201009;3524;3252;2395;836;3142
Verkehrsunfälle;insgesamt;2010;201010;3500;3567;-68;-188;3137
Verkehrsunfälle;insgesamt;2010;201011;3329;3294;-489;106;3139
Verkehrsunfälle;insgesamt;2010;201012;3413;3202;252;659;3157
Verkehrsunfälle;insgesamt;2009;Summe;37461;38362;;-235;
Verkehrsunfälle;insgesamt;2009;200901;2482;2945;-1406;-1572;3158
Verkehrsunfälle;insgesamt;2009;200902;3480;3171;4021;974;3184
Verkehrsunfälle;insgesamt;2009;200903;2744;2910;-2115;-57;3170
Verkehrsunfälle;insgesamt;2009;200904;2953;3339;762;-1156;3138
Verkehrsunfälle;insgesamt;2009;200905;3240;3428;972;-548;3122
Verkehrsunfälle;insgesamt;2009;200906;2876;3374;-1123;-1476;3081
Verkehrsunfälle;insgesamt;2009;200907;3622;3500;2594;349;3091
Verkehrsunfälle;insgesamt;2009;200908;2749;2870;-241;-422;3081
Verkehrsunfälle;insgesamt;2009;200909;3252;3271;183;-58;3079
Verkehrsunfälle;insgesamt;2009;200910;3567;3683;969;-315;3070
Verkehrsunfälle;insgesamt;2009;200911;3294;2983;-765;1043;3096
Verkehrsunfälle;insgesamt;2009;200912;3202;2888;-279;1087;3122
Verkehrsunfälle;insgesamt;2008;Summe;38362;38562;;-52;
Verkehrsunfälle;insgesamt;2008;200801;2945;2735;-751;768;3231
Verkehrsunfälle;insgesamt;2008;200802;3171;2643;767;1998;3275
Verkehrsunfälle;insgesamt;2008;200803;2910;2836;-823;261;3281
Verkehrsunfälle;insgesamt;2008;200804;3339;3292;1474;143;3285
Verkehrsunfälle;insgesamt;2008;200805;3428;3529;267;-286;3277
Verkehrsunfälle;insgesamt;2008;200806;3374;3225;-158;462;3289
Verkehrsunfälle;insgesamt;2008;200807;3500;3622;373;-337;3279
Verkehrsunfälle;insgesamt;2008;200808;2870;2943;-18;-248;3273
Verkehrsunfälle;insgesamt;2008;200809;3271;3414;1397;-419;3261
Verkehrsunfälle;insgesamt;2008;200810;3683;3695;126;-32;3260
Verkehrsunfälle;insgesamt;2008;200811;2983;3444;-1901;-1339;3222
Verkehrsunfälle;insgesamt;2008;200812;2888;3184;-318;-93;3197
Verkehrsunfälle;insgesamt;2007;Summe;38562;38333;;6;
Verkehrsunfälle;insgesamt;2007;200701;2735;2893;-2001;-546;3181
Verkehrsunfälle;insgesamt;2007;200702;2643;2901;-336;-889;3160
Verkehrsunfälle;insgesamt;2007;200703;2836;4165;73;-3191;3049
Verkehrsunfälle;insgesamt;2007;200704;3292;2874;1608;1454;3084
Verkehrsunfälle;insgesamt;2007;200705;3529;3032;72;1639;3125
Verkehrsunfälle;insgesamt;2007;200706;3225;2853;-861;1304;3156
Verkehrsunfälle;insgesamt;2007;200707;3622;3611;1231;3;3157
Verkehrsunfälle;insgesamt;2007;200708;2943;2993;-1875;-167;3153
Verkehrsunfälle;insgesamt;2007;200709;3414;3233;16;56;3168
Verkehrsunfälle;insgesamt;2007;200710;3695;3286;823;1245;3202
Verkehrsunfälle;insgesamt;2007;200711;3444;3073;-679;1207;3233
Verkehrsunfälle;insgesamt;2007;200712;3184;3419;-755;-687;3214
Verkehrsunfälle;insgesamt;2006;Summe;38333;40723;;-587;
Verkehrsunfälle;insgesamt;2006;200601;2893;2788;-1848;377;3402
Verkehrsunfälle;insgesamt;2006;200602;2901;3461;28;-1618;3356
Verkehrsunfälle;insgesamt;2006;200603;4165;3560;4357;1699;3406
Verkehrsunfälle;insgesamt;2006;200604;2874;3320;-31;-1343;3369
Verkehrsunfälle;insgesamt;2006;200605;3032;3321;55;-87;3345
Verkehrsunfälle;insgesamt;2006;200606;2853;3499;-59;-1846;3291
Verkehrsunfälle;insgesamt;2006;200607;3611;3631;2657;-55;3289
Verkehrsunfälle;insgesamt;2006;200608;2993;2965;-1711;94;3292
Verkehrsunfälle;insgesamt;2006;200609;3233;3921;802;-1755;3234
Verkehrsunfälle;insgesamt;2006;200610;3286;3503;164;-619;3216
Verkehrsunfälle;insgesamt;2006;200611;3073;3205;-648;-412;3205
Verkehrsunfälle;insgesamt;2006;200612;3419;3549;1126;-366;3194
Verkehrsunfälle;insgesamt;2005;Summe;40723;40064;;164;
Verkehrsunfälle;insgesamt;2005;200501;2788;2969;-2648;-61;3324
Verkehrsunfälle;insgesamt;2005;200502;3461;2728;2414;2687;3385
Verkehrsunfälle;insgesamt;2005;200503;3560;3271;286;884;3409
Verkehrsunfälle;insgesamt;2005;200504;3320;3183;-674;43;3420
Verkehrsunfälle;insgesamt;2005;200505;3321;3378;3;-169;3415
Verkehrsunfälle;insgesamt;2005;200506;3499;3229;536;836;3438
Verkehrsunfälle;insgesamt;2005;200507;3631;3760;377;-343;3427
Verkehrsunfälle;insgesamt;2005;200508;2965;2926;-1834;133;3430
Verkehrsunfälle;insgesamt;2005;200509;3921;3663;3224;704;3452
Verkehrsunfälle;insgesamt;2005;200510;3503;3716;-1066;-573;3434
Verkehrsunfälle;insgesamt;2005;200511;3205;3449;-851;-707;3414
Verkehrsunfälle;insgesamt;2005;200512;3549;3792;1073;-641;3394
Verkehrsunfälle;insgesamt;2004;Summe;40064;38635;;37;
Verkehrsunfälle;insgesamt;2004;200401;2969;3073;-1582;-338;3211
Verkehrsunfälle;insgesamt;2004;200402;2728;2968;-812;-809;3191
Verkehrsunfälle;insgesamt;2004;200403;3271;3060;199;69;3209
Verkehrsunfälle;insgesamt;2004;200404;3183;3106;-269;248;3215
Verkehrsunfälle;insgesamt;2004;200405;3378;3255;613;378;3225
Verkehrsunfälle;insgesamt;2004;200406;3229;3139;-441;287;3233
Verkehrsunfälle;insgesamt;2004;200407;3760;3321;1644;1322;3269
Verkehrsunfälle;insgesamt;2004;200408;2926;2837;-2218;314;3277
Verkehrsunfälle;insgesamt;2004;200409;3663;3393;2519;796;3299
Verkehrsunfälle;insgesamt;2004;200410;3716;3631;145;234;3306
Verkehrsunfälle;insgesamt;2004;200411;3449;3325;-719;373;3317
Verkehrsunfälle;insgesamt;2004;200412;3792;3527;994;751;3339
Verkehrsunfälle;insgesamt;2003;Summe;38635;40608;;-486;
Verkehrsunfälle;insgesamt;2003;200301;3073;3063;165;33;3385
Verkehrsunfälle;insgesamt;2003;200302;2968;2892;-342;263;3391
Verkehrsunfälle;insgesamt;2003;200303;3060;3380;31;-947;3365
Verkehrsunfälle;insgesamt;2003;200304;3106;3142;15;-115;3362
Verkehrsunfälle;insgesamt;2003;200305;3255;3731;48;-1276;3322
Verkehrsunfälle;insgesamt;2003;200306;3139;3586;-356;-1247;3285
Verkehrsunfälle;insgesamt;2003;200307;3321;3960;58;-1614;3231
Verkehrsunfälle;insgesamt;2003;200308;2837;3007;-1457;-565;3217
Verkehrsunfälle;insgesamt;2003;200309;3393;3436;196;-125;3214
Verkehrsunfälle;insgesamt;2003;200310;3631;3859;701;-591;3195
Verkehrsunfälle;insgesamt;2003;200311;3325;3529;-843;-578;3178
Verkehrsunfälle;insgesamt;2003;200312;3527;3023;608;1667;3220
Verkehrsunfälle;insgesamt;2002;Summe;40608;45713;;-1117;
Verkehrsunfälle;insgesamt;2002;200201;3063;3348;-2321;-851;3786
Verkehrsunfälle;insgesamt;2002;200202;2892;3148;-558;-813;3764
Verkehrsunfälle;insgesamt;2002;200203;3380;3970;1687;-1486;3715
Verkehrsunfälle;insgesamt;2002;200204;3142;3565;-704;-1187;3680
Verkehrsunfälle;insgesamt;2002;200205;3731;4128;1875;-962;3647
Verkehrsunfälle;insgesamt;2002;200206;3586;3715;-389;-347;3636
Verkehrsunfälle;insgesamt;2002;200207;3960;4288;1043;-765;3609
Verkehrsunfälle;insgesamt;2002;200208;3007;3351;-2407;-1027;3580
Verkehrsunfälle;insgesamt;2002;200209;3436;3939;1427;-1277;3538
Verkehrsunfälle;insgesamt;2002;200210;3859;4250;1231;-92;3506
Verkehrsunfälle;insgesamt;2002;200211;3529;4022;-855;-1226;3465
Verkehrsunfälle;insgesamt;2002;200212;3023;3989;-1434;-2422;3384
Verkehrsunfälle;insgesamt;2001;Summe;45713;44494;;274;
Verkehrsunfälle;insgesamt;2001;200101;3348;3448;-1164;-29;3700
Verkehrsunfälle;insgesamt;2001;200102;3148;3181;-597;-104;3697
Verkehrsunfälle;insgesamt;2001;200103;3970;3783;2611;494;3712
Verkehrsunfälle;insgesamt;2001;200104;3565;3317;-102;748;3733
Verkehrsunfälle;insgesamt;2001;200105;4128;4123;1579;12;3733
Verkehrsunfälle;insgesamt;2001;200106;3715;3329;-10;116;3766
Verkehrsunfälle;insgesamt;2001;200107;4288;4282;1542;14;3766
Verkehrsunfälle;insgesamt;2001;200108;3351;3387;-2185;-106;3763
Verkehrsunfälle;insgesamt;2001;200109;3939;3807;1755;347;3774
Verkehrsunfälle;insgesamt;2001;200110;4250;4117;79;323;3785
Verkehrsunfälle;insgesamt;2001;200111;4022;3931;-536;231;3793
Verkehrsunfälle;insgesamt;2001;200112;3989;3789;-82;528;3809
Verkehrsunfälle;insgesamt;2000;Summe;44494;;;;
Verkehrsunfälle;insgesamt;2000;200001;3448;;;;3448
Verkehrsunfälle;insgesamt;2000;200002;3181;;-774;;3315
Verkehrsunfälle;insgesamt;2000;200003;3783;;1892;;3471
Verkehrsunfälle;insgesamt;2000;200004;3317;;-1232;;3432
Verkehrsunfälle;insgesamt;2000;200005;4123;;243;;3570
Verkehrsunfälle;insgesamt;2000;200006;3329;;-1926;;3530
Verkehrsunfälle;insgesamt;2000;200007;4282;;2863;;3638
Verkehrsunfälle;insgesamt;2000;200008;3387;;-209;;3606
Verkehrsunfälle;insgesamt;2000;200009;3807;;124;;3629
Verkehrsunfälle;insgesamt;2000;200010;4117;;814;;3677
Verkehrsunfälle;insgesamt;2000;200011;3931;;-452;;3700
Verkehrsunfälle;insgesamt;2000;200012;3789;;-361;;3708
Verkehrsunfälle;mit Personenschäden;2021;202101;;301;;;
Verkehrsunfälle;mit Personenschäden;2021;202102;;306;;;
Verkehrsunfälle;mit Personenschäden;2021;202103;;270;;;
Verkehrsunfälle;mit Personenschäden;2021;202104;;314;;;
Verkehrsunfälle;mit Personenschäden;2021;202105;;416;;;
Verkehrsunfälle;mit Personenschäden;2021;202106;;496;;;
Verkehrsunfälle;mit Personenschäden;2021;202107;;717;;;
Verkehrsunfälle;mit Personenschäden;2021;202108;;487;;;
Verkehrsunfälle;mit Personenschäden;2021;202109;;555;;;
Verkehrsunfälle;mit Personenschäden;2021;202110;;489;;;
Verkehrsunfälle;mit Personenschäden;2021;202111;;297;;;
Verkehrsunfälle;mit Personenschäden;2021;202112;;270;;;
Verkehrsunfälle;mit Personenschäden;2020;Summe;4918;5313;;-743;
Verkehrsunfälle;mit Personenschäden;2020;202001;301;243;-767;2387;448
Verkehrsunfälle;mit Personenschäden;2020;202002;306;289;166;588;449
Verkehrsunfälle;mit Personenschäden;2020;202003;270;369;-1176;-2683;441
Verkehrsunfälle;mit Personenschäden;2020;202004;314;426;163;-2629;431
Verkehrsunfälle;mit Personenschäden;2020;202005;416;416;3248;0;431
Verkehrsunfälle;mit Personenschäden;2020;202006;496;615;1923;-1935;422
Verkehrsunfälle;mit Personenschäden;2020;202007;717;762;4456;-591;418
Verkehrsunfälle;mit Personenschäden;2020;202008;487;451;-3208;798;421
Verkehrsunfälle;mit Personenschäden;2020;202009;555;533;1396;413;423
Verkehrsunfälle;mit Personenschäden;2020;202010;489;500;-1189;-22;422
Verkehrsunfälle;mit Personenschäden;2020;202011;297;383;-3926;-2245;415
Verkehrsunfälle;mit Personenschäden;2020;202012;270;326;-909;-1718;410
Verkehrsunfälle;mit Personenschäden;2019;Summe;5313;5471;;-289;
Verkehrsunfälle;mit Personenschäden;2019;201901;243;290;-1383;-1621;452
Verkehrsunfälle;mit Personenschäden;2019;201902;289;265;1893;906;454
Verkehrsunfälle;mit Personenschäden;2019;201903;369;331;2768;1148;457
Verkehrsunfälle;mit Personenschäden;2019;201904;426;519;1545;-1792;449
Verkehrsunfälle;mit Personenschäden;2019;201905;416;528;-235;-2121;440
Verkehrsunfälle;mit Personenschäden;2019;201906;615;622;4784;-113;440
Verkehrsunfälle;mit Personenschäden;2019;201907;762;714;239;672;444
Verkehrsunfälle;mit Personenschäden;2019;201908;451;456;-4081;-11;443
Verkehrsunfälle;mit Personenschäden;2019;201909;533;528;1818;95;444
Verkehrsunfälle;mit Personenschäden;2019;201910;500;529;-619;-548;441
Verkehrsunfälle;mit Personenschäden;2019;201911;383;407;-234;-59;439
Verkehrsunfälle;mit Personenschäden;2019;201912;326;282;-1488;156;443
Verkehrsunfälle;mit Personenschäden;2018;Summe;5471;5062;;808;
Verkehrsunfälle;mit Personenschäden;2018;201801;290;242;-554;1983;426
Verkehrsunfälle;mit Personenschäden;2018;201802;265;277;-862;-433;425
Verkehrsunfälle;mit Personenschäden;2018;201803;331;407;2491;-1867;419
Verkehrsunfälle;mit Personenschäden;2018;201804;519;365;568;4219;431
Verkehrsunfälle;mit Personenschäden;2018;201805;528;545;173;-312;430
Verkehrsunfälle;mit Personenschäden;2018;201806;622;568;178;951;434
Verkehrsunfälle;mit Personenschäden;2018;201807;714;611;1479;1686;443
Verkehrsunfälle;mit Personenschäden;2018;201808;456;447;-3613;201;444
Verkehrsunfälle;mit Personenschäden;2018;201809;528;430;1579;2279;452
Verkehrsunfälle;mit Personenschäden;2018;201810;529;490;19;796;455
Verkehrsunfälle;mit Personenschäden;2018;201811;407;373;-2306;912;458
Verkehrsunfälle;mit Personenschäden;2018;201812;282;307;-3071;-814;456
Verkehrsunfälle;mit Personenschäden;2017;Summe;5062;5329;;-501;
Verkehrsunfälle;mit Personenschäden;2017;201701;242;298;-2366;-1879;439
Verkehrsunfälle;mit Personenschäden;2017;201702;277;305;1446;-918;437
Verkehrsunfälle;mit Personenschäden;2017;201703;407;299;4693;3612;446
Verkehrsunfälle;mit Personenschäden;2017;201704;365;447;-1032;-1834;439
Verkehrsunfälle;mit Personenschäden;2017;201705;545;502;4932;857;443
Verkehrsunfälle;mit Personenschäden;2017;201706;568;592;422;-405;441
Verkehrsunfälle;mit Personenschäden;2017;201707;611;623;757;-193;440
Verkehrsunfälle;mit Personenschäden;2017;201708;447;469;-2684;-469;438
Verkehrsunfälle;mit Personenschäden;2017;201709;430;627;-38;-3142;422
Verkehrsunfälle;mit Personenschäden;2017;201710;490;448;1395;938;425
Verkehrsunfälle;mit Personenschäden;2017;201711;373;402;-2388;-721;423
Verkehrsunfälle;mit Personenschäden;2017;201712;307;317;-1769;-315;422
Verkehrsunfälle;mit Personenschäden;2016;Summe;5329;5430;;-186;
Verkehrsunfälle;mit Personenschäden;2016;201601;298;263;-224;1331;455
Verkehrsunfälle;mit Personenschäden;2016;201602;305;262;235;1641;459
Verkehrsunfälle;mit Personenschäden;2016;201603;299;376;-197;-2048;453
Verkehrsunfälle;mit Personenschäden;2016;201604;447;495;495;-97;449
Verkehrsunfälle;mit Personenschäden;2016;201605;502;487;123;308;450
Verkehrsunfälle;mit Personenschäden;2016;201606;592;560;1793;571;453
Verkehrsunfälle;mit Personenschäden;2016;201607;623;708;524;-1201;445
Verkehrsunfälle;mit Personenschäden;2016;201608;469;481;-2472;-249;444
Verkehrsunfälle;mit Personenschäden;2016;201609;627;509;3369;2318;454
Verkehrsunfälle;mit Personenschäden;2016;201610;448;475;-2855;-568;452
Verkehrsunfälle;mit Personenschäden;2016;201611;402;430;-1027;-651;450
Verkehrsunfälle;mit Personenschäden;2016;201612;317;384;-2114;-1745;444
Verkehrsunfälle;mit Personenschäden;2015;Summe;5430;5523;;-168;
Verkehrsunfälle;mit Personenschäden;2015;201501;263;324;-2054;-1883;455
Verkehrsunfälle;mit Personenschäden;2015;201502;262;309;-38;-1521;451
Verkehrsunfälle;mit Personenschäden;2015;201503;376;460;4351;-1826;444
Verkehrsunfälle;mit Personenschäden;2015;201504;495;455;3165;879;448
Verkehrsunfälle;mit Personenschäden;2015;201505;487;536;-162;-914;444
Verkehrsunfälle;mit Personenschäden;2015;201506;560;558;1499;36;444
Verkehrsunfälle;mit Personenschäden;2015;201507;708;654;2643;826;448
Verkehrsunfälle;mit Personenschäden;2015;201508;481;432;-3206;1134;452
Verkehrsunfälle;mit Personenschäden;2015;201509;509;534;582;-468;450
Verkehrsunfälle;mit Personenschäden;2015;201510;475;529;-668;-1021;446
Verkehrsunfälle;mit Personenschäden;2015;201511;430;401;-947;723;448
Verkehrsunfälle;mit Personenschäden;2015;201512;384;331;-107;1601;453
Verkehrsunfälle;mit Personenschäden;2014;Summe;5523;5386;;254;
Verkehrsunfälle;mit Personenschäden;2014;201401;324;254;-899;2756;455
Verkehrsunfälle;mit Personenschäden;2014;201402;309;263;-463;1749;459
Verkehrsunfälle;mit Personenschäden;2014;201403;460;284;4887;6197;473
Verkehrsunfälle;mit Personenschäden;2014;201404;455;440;-109;341;474
Verkehrsunfälle;mit Personenschäden;2014;201405;536;454;178;1806;481
Verkehrsunfälle;mit Personenschäden;2014;201406;558;580;41;-379;479
